sim_id,final_balance,total_return_pct,total_trades,win_rate,max_drawdown_pct,sharpe_ratio
2044,7535360.200539844,753436.0200539845,1321,0.5685087055261165,15.319081926276686,14.145256635510451
2045,9007170.843801377,900617.0843801377,1250,0.5832,12.732601393373258,14.876330999106878
2046,1835332.6062929635,183433.26062929633,1201,0.5545378850957535,11.978435860125032,12.46632924065307
2047,11306053.819956917,1130505.3819956917,1307,0.5791889824024483,8.307572054464867,14.897667316705062
2048,6426216.513445216,642521.6513445217,1259,0.574265289912629,10.771441144486518,14.245608800835859
2049,12084819.76252129,1208381.9762521288,1260,0.5880952380952381,12.418710280079532,15.31459657965728
2050,17382442.26855406,1738144.2268554063,1307,0.5883703136954859,12.792061798766369,15.619381342308454
2051,9986953.313737616,998595.3313737616,1274,0.5816326530612245,11.787536898368208,14.897081356221753
2052,17381384.98235989,1738038.4982359891,1257,0.5966587112171837,14.465553659528624,15.965449380212252
2053,16064192.214233017,1606319.2214233016,1297,0.5882806476484195,11.596223919728537,15.552443500299097
2054,8335946.8288068045,833494.6828806804,1232,0.5844155844155844,11.661832097404135,14.86160311276176
2055,21261596.516967397,2126059.6516967397,1308,0.5925076452599388,9.093189414166343,15.95407335797683
2056,21277387.36519391,2127638.736519391,1329,0.5891647855530474,17.889885529057995,15.81374652997024
2057,20556239.879005425,2055523.9879005426,1271,0.5979543666404405,11.535948164190241,16.156737493293228
2058,7285373.501157052,728437.3501157052,1284,0.573208722741433,14.035568797817813,14.305224329515081
2059,14920546.610997666,1491954.6610997666,1284,0.5887850467289719,16.5834312456126,15.513890877843728
2060,19675962.71809166,1967496.2718091658,1240,0.6024193548387097,15.502338336680637,16.309534873323607
2061,15354397.04951375,1535339.704951375,1274,0.5910518053375197,7.5151653834687835,15.630953233362414
2062,3608524.996336813,360752.4996336813,1254,0.562200956937799,14.772108891503793,13.308533149273652
2063,40970702.60395389,4096970.260395389,1323,0.6039304610733183,11.978435860125085,16.969896224063664
2064,3600496.840691979,359949.68406919786,1191,0.5717884130982368,9.093189414166352,13.672570661044796
2065,13928833.196157768,1392783.3196157769,1318,0.5819423368740516,13.169103558245126,15.176518467327545
2066,14088418.718425896,1408741.8718425895,1254,0.5925039872408293,11.978435860125066,15.620989589603175
2067,22517405.834959626,2251640.583495963,1338,0.5889387144992526,9.09318941416637,15.84907525408124
